SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedLawSchoolFTLT,EmployedLawSchoolFTST,EmployedLawSchoolPTLT,EmployedLawSchoolPTST,EmployedLawSchoolNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded_BarPassgeFullTimeLongTerm,Funded_BarPassgeFullTimeShortTerm,Funded_BarPassgePartTimeLongTerm,Funded_BarPassgePartTimeShortTerm,Funded_BarPassgeTotalEmployed,Funded_JDAdvantageFullTimeLongTerm,Funded_JDAdvantageFullTimeShortTerm,Funded_JDAdvantagePartTimeLongTerm,Funded_JDAdvantagePartTimeShortTerm,Funded_JDAdvantageTotalEmployed,Funded_ProfessionFullTimeLongTerm,Funded_ProfessionFullTimeShortTerm,Funded_ProfessionPartTimeLongTerm,Funded_ProfessionPartTimeShortTerm,Funded_ProfessionTotalEmployed,Funded_NonProfessionFullTimeLongTerm,Funded_NonProfessionFullTimeShortTerm,Funded_NonProfessionPartTimeLongTerm,Funded_NonProfessionPartTimeShortTerm,Funded_NonProfessionTotalEmployed,Funded_TotFullTimeLongTerm,Funded_TotFullTimeShortTerm,Funded_TotPartTimeLongTerm,Funded_TotPartTimeShortTerm,Funded_TotTotalEmployed,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,10-Feb,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,25-Nov,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
EMORY UNIVERSITY,232,2,0,0,234,20,1,3,1,25,2,0,0,0,2,0,0,0,0,0,0,37,0,0,37,0,0,0,0,0,1,0,5,4,0,308,0,20,0,0,20,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,37,0,0,37,1,0,0,0,1,46,2,1,0,49,14,0,0,0,14,9,0,0,0,9,3,0,1,0,4,12,0,0,0,12,15,0,0,0,15,53,0,0,0,53,0,0,1,0,1,26,1,0,0,27,47,14,0,0,61,7,12,0,0,19,12,0,0,0,12,6,0,0,0,6,0,0,0,0,0,3,11,0,1,15,0,0,0,0,0,254,40,3,1,298,Georgia,169,New York,30,Florida,20,5
FAULKNER UNIVERSITY,51,2,1,0,54,21,0,0,0,21,2,0,0,0,2,4,0,2,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,8,2,95,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,7,29,0,0,0,29,3,0,0,0,3,0,0,0,0,0,2,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,10,0,1,0,11,19,1,0,0,20,2,0,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,1,0,2,79,2,3,0,84,Alabama,57,Georgia,8,Florida,4,0
FLORIDA A&M UNIVERSITY,56,1,3,0,60,18,4,5,1,28,14,0,2,1,17,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,3,1,2,19,15,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,9,28,0,2,0,30,4,0,0,0,4,5,0,1,0,6,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,5,3,0,29,14,0,1,0,15,0,0,1,0,1,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,2,0,1,1,4,0,0,0,0,0,88,5,11,3,107,Florida,90,California,3,District Of Columbia,3,0
FLORIDA COASTAL SCHOOL OF LAW,156,1,3,2,162,10,0,1,1,12,47,9,8,6,70,2,1,2,0,5,0,0,0,0,0,0,0,0,0,0,9,0,18,114,12,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,68,3,5,3,79,12,1,1,0,14,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,1,0,0,0,1,1,0,0,0,1,37,7,6,2,52,44,0,0,1,45,19,0,0,1,20,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,2,2,8,0,0,0,0,0,215,11,14,9,249,Florida,177,Texas,11,Georgia,9,1
FLORIDA INTERNATIONAL UNIVERSITY,98,1,1,0,100,22,1,2,0,25,5,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,36,0,2,0,38,15,0,0,0,15,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,19,1,1,0,21,31,2,0,0,33,6,0,0,0,6,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,125,3,3,0,131,Florida,119,District of Columbia,3,Texas,2,1
FLORIDA STATE UNIVERSITY,183,0,4,1,188,23,1,4,0,28,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,13,5,8,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,45,0,6,0,51,11,0,0,0,11,7,0,0,0,7,9,0,0,0,9,7,0,0,0,7,5,0,0,0,5,5,0,0,0,5,0,0,0,1,1,29,1,0,0,30,61,0,1,0,62,8,0,0,0,8,8,0,0,0,8,9,0,0,0,9,0,0,0,0,0,3,0,1,0,4,0,0,0,0,0,210,1,8,1,220,Florida,179,Georgia,9,New York,8,2
"FLORIDA, UNIVERSITY OF",232,0,1,0,233,15,0,0,2,17,1,1,0,2,4,0,0,1,0,1,0,0,0,4,4,0,0,0,0,0,22,2,1,16,3,303,0,0,0,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,1,82,0,1,2,85,19,0,0,0,19,13,0,0,0,13,13,0,0,0,13,12,0,0,0,12,10,0,0,0,10,12,0,0,0,12,0,0,0,0,0,19,0,1,2,22,48,0,0,3,51,1,0,0,0,1,8,0,0,0,8,10,0,0,0,10,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,248,1,2,8,259,Florida,224,Georgia,5,New York,5,0
FORDHAM UNIVERSITY,274,5,1,1,281,37,4,2,0,43,17,0,2,2,21,0,0,0,0,0,1,9,0,2,12,0,0,0,0,0,1,2,4,43,3,410,0,2,0,1,3,1,7,0,1,9,0,0,0,0,0,0,0,0,0,0,1,9,0,2,12,0,0,0,0,0,36,0,1,1,38,11,1,0,0,12,18,0,0,0,18,8,0,0,0,8,18,1,0,0,19,29,0,0,0,29,91,0,1,0,92,0,0,0,0,0,60,4,3,2,69,27,1,0,0,28,11,3,0,1,15,7,1,0,0,8,12,0,0,0,12,0,0,0,0,0,1,7,0,1,9,0,0,0,0,0,329,18,5,5,357,New York,296,New Jersey,21,California,11,10
GEORGE MASON UNIVERSITY,94,1,1,1,97,33,2,1,1,37,6,0,1,0,7,0,0,0,0,0,4,0,0,1,5,0,0,0,0,0,1,1,1,3,0,152,2,0,0,0,2,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,4,0,0,1,5,1,0,0,0,1,25,2,1,0,28,5,0,0,0,5,7,0,0,0,7,0,0,1,0,1,4,0,0,0,4,8,0,0,0,8,6,0,0,0,6,0,0,0,0,0,21,1,1,1,24,33,0,0,0,33,5,0,0,1,6,5,0,0,0,5,10,0,0,0,10,0,0,0,0,0,7,0,0,1,8,0,0,0,0,0,137,3,3,3,146,District Of Columbia,54,Virginia,53,Maryland,9,2
GEORGE WASHINGTON UNIVERSITY,301,3,4,2,310,55,5,1,4,65,3,1,1,1,6,1,0,0,0,1,8,29,0,1,38,0,0,0,0,0,7,3,4,30,1,465,6,19,0,0,25,2,10,0,1,13,0,0,0,0,0,0,0,0,0,0,8,29,0,1,38,0,0,0,0,0,28,2,2,2,34,10,1,0,0,11,5,0,0,1,6,12,1,1,0,14,15,0,0,0,15,25,0,0,0,25,109,0,0,0,109,1,0,0,0,1,40,7,2,2,51,68,11,0,0,79,23,16,0,1,40,16,0,0,0,16,13,0,0,0,13,2,0,0,0,2,1,0,1,2,4,0,0,0,0,0,368,38,6,8,420,District Of Columbia,221,New York,58,Virginia,32,8
GEORGETOWN UNIVERSITY,456,7,1,0,464,50,3,0,1,54,3,0,2,0,5,1,0,1,0,2,38,56,0,5,99,1,0,0,0,1,4,9,7,33,0,678,35,53,0,4,92,3,3,0,1,7,0,0,0,0,0,0,0,0,0,0,38,56,0,5,99,0,0,0,0,0,16,0,0,1,17,13,1,0,0,14,6,0,0,0,6,8,0,0,0,8,19,0,0,0,19,40,0,0,0,40,216,1,0,0,217,3,0,0,0,3,39,5,3,0,47,71,23,0,1,95,62,33,0,4,99,24,1,0,0,25,16,2,0,0,18,7,0,0,0,7,7,0,1,0,8,2,0,0,0,2,549,66,4,6,625,District of Columbia,240,New York,155,California,52,13
GEORGIA STATE UNIVERSITY,128,2,6,6,142,17,0,6,1,24,10,1,1,1,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,1,8,3,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,43,0,3,4,50,13,0,1,1,15,7,0,1,0,8,11,0,0,0,11,10,0,0,0,10,3,0,0,0,3,11,0,0,0,11,0,0,0,0,0,24,2,5,1,32,13,0,1,0,14,5,1,1,0,7,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,3,0,1,2,6,0,0,0,0,0,156,3,13,8,180,Georgia,162,Colorado,2,Florida,2,1
"GEORGIA, UNIVERSITY OF",138,0,0,1,139,21,1,1,1,24,2,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,19,5,191,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,28,0,1,2,31,20,0,0,0,20,1,0,0,0,1,9,0,0,0,9,8,0,0,0,8,6,0,0,0,6,12,0,0,0,12,2,0,0,0,2,15,0,0,0,15,17,0,0,0,17,13,1,0,0,14,12,0,0,0,12,11,0,0,0,11,1,0,0,0,1,2,1,0,0,3,2,0,0,0,2,161,2,1,2,166,Georgia,120,Texas,6,District of Columbia,5,1
GOLDEN GATE UNIVERSITY,58,4,8,6,76,7,3,1,0,11,9,1,2,0,12,0,0,2,1,3,0,0,0,6,6,0,0,0,0,0,3,9,7,29,2,158,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,3,0,4,1,8,32,0,3,4,39,3,0,1,0,4,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,14,4,4,1,23,12,2,1,3,18,6,1,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,74,8,13,13,108,California,94,Nevada,3,Washington,2,0
GONZAGA UNIVERSITY,78,1,2,0,81,6,3,4,0,13,4,0,1,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0,3,10,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,6,31,0,5,0,36,3,0,0,0,3,4,0,0,0,4,2,0,0,0,2,2,0,0,0,2,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,7,3,3,0,13,21,1,0,0,22,2,0,0,0,2,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,4,9,0,101,Washington,58,Idaho,7,Nevada,6,0
HAMLINE UNIVERSITY,33,7,2,2,44,37,1,2,0,40,8,0,1,0,9,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,1,1,5,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,2,0,12,3,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,36,7,2,0,45,3,1,0,1,5,9,0,1,0,10,0,0,0,0,0,10,0,0,0,10,2,0,0,0,2,2,0,0,0,2,2,0,1,0,3,80,8,6,2,96,Minnesota,71,Wisconsin,5,Colorado,3,2
HARVARD UNIVERSITY,506,4,0,0,510,30,1,1,0,32,1,1,0,0,2,0,0,0,0,0,27,1,0,0,28,0,0,0,0,0,8,1,2,4,2,589,20,0,0,0,20,7,1,0,0,8,0,0,0,0,0,0,0,0,0,0,27,1,0,0,28,1,0,0,0,1,1,0,0,0,1,4,0,0,0,4,7,0,0,0,7,5,0,0,0,5,16,0,0,0,16,31,0,0,0,31,258,0,0,0,258,0,0,0,0,0,27,1,1,0,29,21,1,0,0,22,59,2,0,0,61,112,3,0,0,115,19,0,0,0,19,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,564,7,1,0,572,New York,184,California,77,District of Columbia,68,75
"HAWAII, UNIVERSITY OF",61,3,3,2,69,10,4,0,4,18,7,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,5,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,2,2,13,5,0,0,0,5,5,0,0,0,5,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,3,13,17,3,0,0,20,5,0,1,1,7,0,0,0,0,0,25,1,0,0,26,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,78,7,4,6,95,Hawaii,85,Texas,2,California,1,2
HOFSTRA UNIVERSITY,201,3,2,5,211,17,1,3,2,23,2,0,1,0,3,0,0,1,1,2,4,11,0,4,19,0,0,0,0,0,10,2,3,20,8,301,4,8,0,1,13,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,4,11,0,4,19,3,0,0,0,3,64,0,2,4,70,26,0,0,0,26,14,0,0,0,14,8,0,0,0,8,9,0,0,0,9,1,0,0,0,1,6,0,0,1,7,9,0,3,1,13,25,1,0,2,28,26,12,1,1,40,19,0,0,1,20,2,1,0,0,3,5,1,0,0,6,2,0,0,0,2,0,0,0,0,0,5,0,1,2,8,224,15,7,12,258,New York,220,New Jersey,9,Florida,4,2
"HOUSTON, UNIVERSITY OF",129,4,1,0,134,42,0,6,2,50,4,0,0,1,5,1,0,2,1,4,1,0,0,0,1,0,0,0,0,0,0,3,6,17,0,220,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,50,2,2,2,56,12,0,0,0,12,8,0,0,0,8,6,0,0,0,6,5,0,0,0,5,6,0,0,0,6,26,0,0,0,26,0,0,0,0,0,34,1,6,1,42,12,0,0,1,13,9,0,1,0,10,2,0,0,0,2,1,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,177,4,9,4,194,Texas,184,District of Columbia,1,Florida,1,2
HOWARD UNIVERSITY,57,3,0,0,60,12,1,0,0,13,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,2,0,15,9,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,11,0,0,0,11,2,0,0,0,2,9,2,0,0,11,21,0,0,0,21,4,0,0,0,4,3,0,0,0,3,11,1,0,0,12,1,0,0,0,1,1,0,0,0,1,6,0,0,0,6,78,4,0,0,82,District of Columbia,24,New York,11,Maryland,10,0
"IDAHO, UNIVERSITY OF",73,0,1,1,75,3,0,0,0,3,1,0,2,3,6,0,0,1,1,2,1,0,0,0,1,0,0,0,0,0,1,0,1,3,1,93,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,0,0,4,24,0,0,1,25,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,10,14,0,0,0,14,1,0,0,0,1,3,0,0,0,3,21,0,0,0,21,0,0,0,0,0,3,0,0,2,5,0,0,1,0,1,78,0,4,5,87,Idaho,57,Washington,17,California,3,0
"ILLINOIS, UNIVERSITY OF",118,0,1,1,120,14,2,2,1,19,1,0,0,1,2,0,0,0,0,0,10,2,0,0,12,0,0,0,0,0,3,2,5,17,1,181,10,2,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,12,0,0,0,0,0,16,0,1,1,18,8,0,0,0,8,6,1,0,0,7,7,0,0,0,7,9,0,0,0,9,10,0,0,0,10,26,0,0,0,26,0,0,0,0,0,19,1,1,0,21,23,1,1,1,26,4,0,0,0,4,7,1,0,0,8,3,0,0,0,3,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,143,4,3,3,153,Illinois,112,Texas,5,New York,4,3
INDIANA UNIVERSITY - BLOOMINGTON,128,4,0,0,132,28,1,1,2,32,0,0,0,1,1,1,0,0,1,2,0,0,0,4,4,0,0,0,0,0,2,2,0,20,3,198,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,2,0,0,0,2,26,0,0,0,26,9,0,0,0,9,5,0,0,0,5,3,0,0,0,3,10,0,0,0,10,7,0,0,0,7,14,0,0,0,14,5,1,0,1,7,25,3,0,1,29,24,0,0,1,25,7,0,0,2,9,6,1,0,0,7,10,0,0,1,11,0,0,0,0,0,4,0,1,2,7,0,0,0,0,0,157,5,1,8,171,Indiana,64,Illinois,25,New York,10,5
INDIANA UNIVERSITY - INDIANAPOLIS,151,1,2,2,156,61,2,4,0,67,5,0,0,0,5,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,5,2,1,16,3,257,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,0,0,8,54,0,1,0,55,16,0,0,0,16,8,0,0,0,8,5,0,0,0,5,5,0,1,0,6,4,0,0,0,4,9,0,0,0,9,0,0,0,0,0,41,3,0,2,46,50,0,4,0,54,6,0,0,0,6,2,0,0,0,2,5,0,0,0,5,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,219,3,6,2,230,Indiana,199,Illinois,7,California,5,0
INTER AMERICAN UNIVERSITY OF PUERTO RICO,15,21,0,3,39,13,7,0,3,23,54,16,0,3,73,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,2,0,24,31,3,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,10,15,8,0,1,24,2,1,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,13,1,6,62,17,8,0,1,26,1,1,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,5,1,0,0,6,0,0,0,0,0,83,44,1,10,138,Puerto Rico,130,Florida,5,New York,1,0
"IOWA, UNIVERSITY OF",114,3,1,3,121,10,0,1,0,11,4,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,19,1,1,3,24,13,0,0,0,13,3,0,0,0,3,4,0,0,0,4,5,0,0,0,5,2,0,0,0,2,12,0,0,0,12,1,0,0,0,1,17,1,2,0,20,18,0,0,0,18,2,0,0,0,2,12,0,0,0,12,18,1,0,0,19,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,129,3,3,3,138,Iowa,58,Illinois,13,Minnesota,11,1
JOHN MARSHALL LAW SCHOOL,194,14,6,2,216,52,6,4,3,65,14,1,3,1,19,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,9,4,5,46,12,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,78,3,5,4,90,23,2,0,0,25,16,0,1,1,18,7,0,0,0,7,6,0,0,0,6,4,0,1,0,5,13,0,1,0,14,0,0,0,0,0,56,14,4,1,75,33,1,2,0,36,6,1,0,0,7,5,0,0,0,5,9,0,0,0,9,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,263,21,14,7,305,Illinois,262,Wisconsin,6,California,5,1
"KANSAS, UNIVERSITY OF",86,5,0,0,91,22,3,1,1,27,2,0,1,0,3,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,4,0,1,7,0,135,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,26,0,0,1,27,9,0,0,0,9,8,5,0,0,13,0,0,0,0,0,4,0,0,0,4,6,0,0,0,6,5,0,0,0,5,0,0,0,0,0,15,3,1,1,20,23,0,1,0,24,1,0,0,0,1,3,0,0,0,3,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,111,8,2,2,123,Missouri,47,Kansas,44,Colorado,4,0
"KENTUCKY, UNIVERSITY OF",102,0,0,1,103,15,0,0,1,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,1,28,4,0,0,0,4,5,0,0,0,5,1,0,0,0,1,6,0,0,0,6,9,0,0,0,9,1,0,0,0,1,0,0,0,0,0,16,0,0,1,17,20,0,0,0,20,2,0,0,0,2,10,0,0,0,10,16,0,0,0,16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,117,0,0,3,120,Kentucky,82,Georgia,6,District Of Columbia,5,2
LEWIS AND CLARK COLLEGE,95,4,1,3,103,29,4,4,3,40,11,0,1,0,12,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,4,0,11,22,7,201,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,3,20,2,5,1,28,8,0,0,0,8,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,25,4,0,1,30,30,0,0,1,31,16,2,1,1,20,1,0,0,0,1,25,0,0,0,25,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,137,8,6,6,157,Oregon,93,Washington,13,California,10,2
LIBERTY UNIVERSITY,31,1,1,0,33,1,0,0,0,1,4,0,0,1,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,16,3,61,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,2,17,0,1,0,18,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,1,1,0,9,2,0,0,0,2,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,37,1,2,1,41,Virginia,11,Florida,8,North Carolina,4,0
LINCOLN MEMORIAL,10,0,0,0,10,6,0,1,0,7,4,0,1,0,5,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,5,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,1,0,7,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,21,0,3,0,24,Tennessee,19,North Carolina,1,Vermont,1,0
LOUISIANA STATE UNIVERSITY,130,1,1,1,133,18,2,0,0,20,5,0,1,0,6,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,9,0,3,4,10,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,43,0,1,1,45,12,0,0,0,12,8,0,0,0,8,5,0,0,0,5,5,0,0,0,5,1,0,0,0,1,6,0,0,0,6,0,0,0,0,0,18,1,1,0,20,22,2,0,0,24,7,0,0,0,7,5,0,0,0,5,15,0,0,0,15,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,155,3,2,1,161,Louisiana,118,Texas,12,District of Columbia,3,3
"LOUISVILLE, UNIVERSITY OF",84,1,1,0,86,17,3,2,0,22,4,0,1,0,5,3,1,1,0,5,0,0,0,0,0,0,0,0,0,0,2,2,1,3,2,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,29,0,2,0,31,7,0,0,0,7,2,0,0,0,2,1,0,0,0,1,6,0,0,0,6,1,0,0,0,1,2,0,0,0,2,0,0,0,0,0,16,5,2,0,23,31,0,0,0,31,1,0,0,0,1,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,108,5,5,0,118,Kentucky,93,Georgia,4,Indiana,4,0
