SchoolName,EmployedBarPassageRequiredFTLT,EmployedBarPassageRequiredFTST,EmployedBarPassageRequiredPTLT,EmployedBarPassageRequiredPTST,EmployedBarPassageRequiredNumber,EmployedJDAdvantageFTLT,EmployedJDAdvantageFTST,EmployedJDAdvantagePTLT,EmployedJDAdvantagePTST,EmployedJDAdvantageNumber,EmployedProfessionPositionFTLT,EmployedProfessionPositionFTST,EmployedProfessionPositionPTLT,EmployedProfessionPositionPTST,EmployedProfessionPositionNumber,EmployedNonProfessionPositionFTLT,EmployedNonProfessionPositionFTST,EmployedNonProfessionPositionPTLT,EmployedNonProfessionPositionPTST,EmployedNonProfessionPositionNumber,EmployedUndeterminableFTLT,EmployedUndeterminableFTST,EmployedUndeterminablePTLT,EmployedUndeterminablePTST,EmployedUndeterminableNumber,EmployedPursuingGraduateDegreeNumber,UnEmployedStartDateDeferredNumber,UnEmployedNotSeekingNumber,UnEmployedSeekingNumber,EmploymentStatusUnknownNumber,TotalGraduatesNumber,Funded-FTLT,Funded-FTST,Funded-PTLT,Funded-PTST,Funded Position,Solo-FTLT,Solo-FTST,Solo-PTLT,Solo-PTST,Solo,2-10-FTLT,2-10-FTST,2-10-PTLT,2-10-PTST,2-10,11-25-FTLT,11-25-FTST,11-25-PTLT,11-25-PTST,11-25,26-50-FTLT,26-50-FTST,26-50-PTLT,26-50-PTST,26-50,51-100-FTLT,51-100-FTST,51-100-PTLT,51-100-PTST,51-100,101-250-FTLT,101-250-FTST,101-250-PTLT,101-250-PTST,101-250,251-500-FTLT,251-500-FTST,251-500-PTLT,251-500-PTST,251-500,501-FTLT,501-FTST,501-PTLT,501-PTST,501-PLUS,Unknown-FTLT,Unknown-FTST,Unknown-PTLT,Unknown-PTST,Unknown,BusinessIndustry-FTLT,BusinessIndustry-FTST,BusinessIndustry-PTLT,BusinessIndustry-PTST,BusinessIndustry,Government-FTLT,Government-FTST,Government-PTLT,Government-PTST,Government,PublicInterest-FTLT,PublicInterest-FTST,PublicInterest-PTLT,PublicInterest-PTST,PublicInterest,Federal-FTLT,Federal-FTST,Federal-PTLT,Federal-PTST,Federal,StateLocal-FTLT,StateLocal-FTST,StateLocal-PTLT,StateLocal-PTST,StateLocal,Other-FTLT,Other-FTST,Other-PTLT,Other-PTST,Other,Academia-FTLT,Academia-FTST,Academia-PTLT,Academia-PTST,Academia,UnknownEmployerType-FTLT,UnknownEmployerType-FTST,UnknownEmployerType-PTLT,UnknownEmployerType-PTST,UnknownEmployerType Total,Total-FTLT,Total-FTST,Total-PTLT,Total-PTST,Total,FirstLargestEmployment,FirstLargestEmploymentNumber,SecondLargestEmployment,SecondLargestEmploymentNumber,ThirdLargestEmployment,ThirdLargestEmploymentNumber,EmployedInForeignCountries
SUFFOLK UNIVERSITY,193,14,2,3,212,52,8,14,8,82,39,1,1,2,43,5,0,7,2,14,0,0,0,0,0,14,0,8,92,37,502,0,4,0,0,4,13,1,0,0,14,69,2,9,5,85,11,1,0,1,13,7,1,0,0,8,6,0,0,0,6,4,0,0,0,4,7,0,1,0,8,17,2,0,1,20,0,1,0,0,1,74,7,8,6,95,48,4,2,1,55,11,0,2,1,14,2,0,0,0,2,11,4,0,0,15,0,0,0,0,0,9,0,1,0,10,0,0,1,0,1,289,23,24,15,351,Massachusetts,289,Rhode Island,9,New Jersey,7,4
SYRACUSE UNIVERSITY,97,9,4,1,111,20,1,2,9,32,2,0,2,0,4,1,2,6,0,9,0,0,0,0,0,6,0,6,18,7,193,0,0,0,0,0,1,0,0,0,1,28,0,3,2,33,13,0,1,0,14,3,1,0,0,4,1,0,0,0,1,9,0,0,0,9,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,23,9,9,8,49,19,0,0,0,19,10,2,1,0,13,1,0,0,0,1,8,0,0,0,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,120,12,14,10,156,New York,88,California,8,District Of Columbia,8,3
TEMPLE UNIVERSITY,177,37,10,3,227,32,3,2,4,41,12,0,3,0,15,1,0,6,2,9,0,0,0,0,1,3,0,4,18,1,319,0,30,0,0,30,4,0,2,0,6,38,1,4,3,46,15,1,0,1,17,8,0,0,0,8,7,0,1,0,8,13,0,0,0,13,4,1,0,0,5,14,0,0,0,14,2,0,0,0,2,34,5,4,1,44,28,6,0,1,35,14,19,4,1,38,10,1,0,0,11,24,0,0,0,24,0,0,0,0,0,6,6,3,2,17,1,0,3,0,5,222,40,21,9,293,Pennsylvania,212,New Jersey,25,District of Columbia,14,5
"TENNESSEE, UNIVERSITY OF",91,4,0,2,97,7,4,0,2,13,5,0,0,0,5,1,2,0,9,12,0,0,0,0,0,6,0,3,6,4,146,0,0,0,0,0,9,1,0,2,12,21,2,0,2,25,15,0,0,0,15,1,0,0,0,1,6,0,0,0,6,3,0,0,0,3,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,12,5,0,9,26,11,1,0,0,12,6,0,0,0,6,3,0,0,0,3,13,0,0,0,13,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,104,10,0,13,127,Tennessee,99,Georgia,10,Alabama,3,3
"TEXAS AT AUSTIN, UNIVERSITY OF",267,19,2,1,289,26,11,3,2,42,5,1,0,0,6,3,0,0,0,3,1,0,0,0,1,10,0,15,13,3,382,1,9,0,1,11,7,0,0,0,7,39,4,1,0,44,19,2,1,0,22,8,0,0,0,8,13,0,0,0,13,8,0,0,0,8,13,2,0,0,15,67,0,0,0,67,2,0,0,0,2,36,12,1,1,50,30,6,2,1,39,15,5,0,0,20,27,0,0,0,27,18,0,0,0,18,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,302,31,5,3,341,Texas,237,California,17,District Of Columbia,16,2
TEXAS SOUTHERN UNIVERSITY,87,0,1,1,89,7,8,1,2,18,14,0,0,0,14,0,3,0,3,6,0,0,0,0,0,4,0,7,20,5,163,0,0,0,1,1,30,0,1,0,31,35,0,0,0,35,6,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,2,15,11,0,5,31,12,0,0,0,12,0,0,0,1,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,3,0,0,0,3,1,0,0,0,1,108,11,2,6,127,Texas,105,Georgia,4,District Of Columbia,3,0
TEXAS TECH UNIVERSITY,127,15,2,3,147,19,3,0,3,25,1,1,0,2,4,2,0,1,0,3,0,0,0,0,0,3,0,4,14,0,200,0,7,0,0,7,6,0,0,0,6,44,3,1,4,52,22,0,0,0,22,11,0,0,0,11,7,0,0,0,7,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,1,1,29,17,8,0,2,27,12,1,0,0,13,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,1,0,1,1,3,0,0,0,0,0,149,19,3,8,179,Texas,150,New Mexico,6,Utah,4,0
TEXAS WESLEYAN UNIVERSITY,109,12,3,3,127,11,1,0,0,12,13,1,0,2,16,1,0,0,0,1,0,0,0,0,5,2,0,3,23,34,223,0,0,0,0,0,20,0,0,1,21,52,3,3,0,58,1,1,0,0,2,2,0,0,0,2,1,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,10,37,5,0,3,48,9,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,2,1,0,0,3,0,0,0,0,2,134,14,3,5,161,Texas,153,Connecticut,1,District Of Columbia,1,0
THOMAS JEFFERSON SCHOOL OF LAW,63,6,25,2,96,13,2,3,0,18,13,1,2,1,17,0,0,6,0,6,0,0,0,0,1,6,0,10,74,8,236,0,0,0,0,0,6,0,4,0,10,27,0,18,2,47,4,0,1,0,5,5,2,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,2,0,1,0,3,21,6,9,1,37,10,1,1,0,12,2,0,1,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,89,9,36,3,138,California,94,Colorado,4,District Of Columbia,4,4
THOMAS M. COOLEY LAW SCHOOL,375,8,16,10,409,63,4,7,5,79,57,3,6,2,68,9,2,10,4,25,2,0,0,0,2,21,0,22,110,263,999,0,0,0,2,2,76,0,4,0,80,173,3,12,2,190,29,0,1,1,31,9,0,0,0,9,5,0,0,0,5,3,0,0,0,3,0,1,1,0,2,1,1,0,0,2,7,2,1,0,10,96,9,13,12,130,51,1,5,1,58,19,0,2,1,22,0,0,0,0,0,28,0,0,0,28,1,0,0,0,1,8,0,0,4,12,0,0,0,0,0,506,17,39,21,583,Michigan,281,Illinois,32,New York,25,11
"TOLEDO, UNIVERSITY OF",42,5,0,11,58,11,0,2,2,15,4,0,1,1,6,0,0,1,3,4,0,0,0,2,2,0,2,4,21,3,115,2,0,0,0,2,3,0,0,3,6,13,4,1,4,22,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,17,1,2,7,27,9,0,0,0,9,1,0,1,2,4,1,0,0,0,1,5,0,0,1,6,0,0,0,0,0,3,0,0,1,4,0,0,0,1,1,57,5,4,19,85,Ohio,50,Michigan,10,District Of Columbia,3,0
TOURO COLLEGE,131,1,11,1,144,10,0,3,2,15,10,0,0,0,10,1,0,0,0,1,0,0,0,0,0,1,0,3,41,6,221,0,0,0,1,1,3,0,1,0,4,57,0,10,2,69,9,0,2,0,11,16,0,1,0,17,1,0,0,0,1,3,1,0,0,4,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,25,0,0,0,25,25,0,0,0,25,6,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,152,1,14,3,170,New York,157,New Jersey,9,Florida,1,1
TULANE UNIVERSITY,140,9,7,2,158,16,2,3,2,23,5,0,1,5,11,1,0,1,6,8,0,0,0,0,0,12,0,2,17,10,241,1,0,0,0,1,3,0,0,0,3,27,3,7,2,39,17,0,0,0,17,10,1,0,0,11,5,1,0,0,6,7,0,0,0,7,2,0,0,0,2,10,1,0,0,11,1,0,0,0,1,27,2,3,8,40,18,1,2,0,21,12,1,0,1,14,9,1,0,0,10,12,0,0,0,12,0,0,0,0,0,2,0,0,0,2,0,0,0,4,4,162,11,12,15,200,Louisiana,85,Texas,23,New York,19,3
"TULSA, UNIVERSITY OF",79,5,5,2,91,8,0,2,0,10,5,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,0,6,2,3,120,0,0,1,1,2,5,0,1,0,6,31,0,2,1,34,13,1,0,0,14,1,0,0,0,1,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,4,0,20,15,0,0,0,15,5,1,0,1,7,0,2,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,93,5,8,2,108,Oklahoma,67,Texas,12,Missouri,6,0
UNIVERSITY OF LA VERNE,38,2,6,1,47,8,1,0,0,9,8,0,1,0,9,1,0,3,1,5,0,0,0,0,0,5,0,2,39,0,116,0,0,1,0,1,1,0,0,0,1,27,0,5,0,32,6,1,0,1,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,13,2,4,1,20,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0,55,3,10,2,70,California,66,Colorado,1,Massachusetts,1,0
UNIVERSITY OF NEVADA - LAS VEGAS,85,0,5,0,90,6,0,0,0,6,9,0,0,0,9,6,0,2,0,8,0,0,0,0,0,3,0,4,7,1,128,0,0,0,0,0,5,0,0,0,5,28,0,3,0,31,5,0,0,0,5,8,0,0,0,8,3,0,0,0,3,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,20,10,0,0,0,10,1,0,2,0,3,4,0,0,0,4,20,0,0,0,20,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,106,0,7,0,113,Nevada,94,California,5,Arizona,2,3
UNIVERSITY OF ST. THOMAS,59,10,5,5,79,21,4,0,0,25,5,0,1,0,6,0,0,3,0,3,1,0,1,0,2,4,0,7,6,2,134,0,0,0,0,0,7,0,0,0,7,20,0,2,2,24,5,0,0,0,5,2,0,0,0,2,3,0,0,0,3,3,2,0,0,5,1,0,0,0,1,1,1,0,0,2,0,1,1,0,2,22,7,5,3,37,8,0,1,0,9,6,1,0,0,7,1,0,0,0,1,5,2,0,0,7,0,0,0,0,0,1,0,0,0,1,1,0,1,0,2,86,14,10,5,115,Minnesota,87,Wisconsin,5,Arizona,2,2
"UTAH, UNIVERSITY OF",92,2,3,1,98,8,3,3,3,17,4,0,0,0,4,1,0,1,0,2,0,0,0,0,0,2,2,2,7,0,134,2,0,1,1,4,7,0,0,1,8,31,0,2,1,34,7,0,1,0,8,4,0,0,0,4,5,3,0,0,8,2,0,0,0,2,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,15,1,1,0,17,14,1,0,2,17,4,0,1,0,5,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,105,5,7,4,121,Utah,94,Nevada,7,California,5,0
VALPARAISO UNIVERSITY,76,7,1,1,85,13,6,0,4,23,6,0,0,1,7,3,0,2,3,8,0,0,0,0,2,9,0,5,32,10,181,0,0,0,0,0,5,0,0,0,5,45,1,0,2,49,6,0,0,0,6,1,0,0,0,1,1,0,0,0,1,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,17,5,2,5,29,11,2,0,2,15,2,0,0,0,2,1,1,0,0,2,4,3,1,0,8,1,0,0,0,1,1,1,0,0,2,0,0,0,0,0,98,13,3,9,125,Indiana,49,Illinois,36,Wisconsin,6,0
VANDERBILT UNIVERSITY,146,1,31,0,178,5,0,0,0,5,3,0,0,0,3,1,0,1,0,2,0,0,0,0,1,5,0,0,1,3,198,0,0,31,0,31,1,0,0,0,1,11,1,0,0,12,10,0,0,0,10,3,0,0,0,3,4,0,0,0,4,11,0,0,0,11,20,0,0,0,20,29,0,0,0,29,0,0,0,0,0,16,0,2,0,18,13,0,9,0,22,5,0,20,0,25,20,0,1,0,21,8,0,0,0,8,1,0,0,0,1,3,0,0,0,3,0,0,0,0,1,155,1,32,0,189,Tennessee,41,District of Columbia,17,New York,17,1
VERMONT LAW SCHOOL,85,3,5,7,100,24,2,0,4,30,1,0,0,1,2,0,0,1,6,7,0,0,0,0,0,8,0,7,14,6,174,0,0,0,0,0,1,0,1,0,2,27,1,3,5,36,3,0,0,0,3,2,0,0,0,2,3,0,1,0,4,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,1,10,26,23,1,0,1,25,13,2,0,2,17,2,0,0,0,2,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,5,6,18,139,Vermont,29,Colorado,14,District Of Columbia,13,1
VILLANOVA UNIVERSITY,132,1,4,6,143,19,3,1,1,24,5,0,0,0,5,3,2,5,1,11,0,0,0,0,0,8,1,0,59,1,252,0,2,0,0,2,1,0,0,0,1,28,0,3,4,35,10,0,0,1,11,12,0,1,0,13,8,0,0,0,8,6,0,0,0,6,2,0,0,0,2,14,0,0,0,14,5,0,0,0,5,25,3,6,3,37,20,1,0,0,21,4,0,0,0,4,7,0,0,0,7,17,0,0,0,17,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,159,6,10,8,183,Pennsylvania,101,New Jersey,23,New York,20,2
"VIRGINIA, UNIVERSITY OF",357,1,2,1,361,5,0,0,0,5,2,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,0,0,2,1,377,64,0,0,0,64,0,0,0,0,0,13,0,1,1,15,5,0,0,0,5,11,0,0,0,11,23,0,0,0,23,14,0,0,0,14,31,0,0,0,31,95,0,1,0,96,2,0,0,0,2,13,0,0,0,13,53,0,0,0,53,42,0,0,0,42,40,0,0,0,40,21,0,0,0,21,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,365,1,2,1,369,District of Columbia,90,Virginia,73,New York,47,4
WAKE FOREST UNIVERSITY,89,18,0,1,108,14,6,0,0,20,6,0,0,0,6,1,0,0,0,1,0,0,0,0,2,3,0,0,9,9,158,0,9,0,0,9,3,4,0,0,7,17,2,0,1,20,8,0,0,0,8,4,0,0,0,4,2,0,0,0,2,4,0,0,0,4,3,2,0,0,5,10,0,0,0,10,3,2,0,0,6,20,6,0,0,26,21,1,0,0,22,6,2,0,0,8,4,0,0,0,4,5,1,0,0,6,0,0,0,0,0,0,3,0,0,3,0,1,0,0,2,110,24,0,1,137,North Carolina,60,Virginia,11,New York,8,2
WASHBURN UNIVERSITY,71,5,3,3,82,8,3,0,3,14,3,4,1,0,8,0,1,2,5,8,0,1,0,0,1,5,0,8,10,6,142,0,0,0,0,0,7,1,1,5,14,29,0,1,1,31,7,0,0,0,7,3,0,1,0,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,9,1,4,22,19,3,2,0,24,2,0,0,0,2,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,1,0,1,2,82,14,6,11,113,Kansas,70,Missouri,13,Colorado,6,0
WASHINGTON AND LEE UNIVERSITY,71,6,2,2,81,12,5,0,10,27,0,2,0,2,4,0,1,0,0,1,0,0,0,0,0,3,2,1,7,3,129,0,3,0,9,12,0,0,1,0,1,14,1,0,5,20,3,2,0,1,6,5,0,0,0,5,2,0,0,0,2,3,0,1,0,4,4,0,0,0,4,9,1,0,0,10,0,0,0,0,0,12,6,0,2,20,7,2,0,1,10,1,1,0,4,6,10,1,0,0,11,12,0,0,0,12,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,83,14,2,14,113,Virginia,43,New York,8,California,7,0
WASHINGTON UNIVERSITY,188,3,14,23,228,22,1,5,6,34,8,0,0,0,8,4,0,0,0,4,0,0,0,0,0,15,0,17,10,1,317,1,1,0,26,28,5,0,1,0,6,24,1,8,3,36,12,0,0,0,12,11,0,0,0,11,10,0,0,0,10,12,0,0,0,12,13,0,0,0,13,31,0,0,0,31,2,0,1,0,3,38,0,8,5,51,29,1,0,9,39,14,1,1,11,27,12,1,0,0,13,4,0,0,1,5,0,0,0,0,0,4,0,0,0,4,1,0,0,0,1,222,4,19,29,274,Missouri,81,District Of Columbia,28,Illinois,27,20
"WASHINGTON, UNIVERSITY OF",96,11,2,8,117,18,5,0,2,25,4,3,1,3,11,0,0,1,1,2,0,0,0,0,1,4,1,14,7,0,182,2,0,0,0,2,3,0,0,0,3,15,3,2,4,24,4,1,0,1,6,6,0,0,0,6,3,0,0,0,3,3,1,0,0,4,5,1,0,0,6,16,0,0,1,17,0,0,0,0,0,9,4,2,6,22,22,2,0,2,26,12,5,0,0,17,3,0,0,0,3,13,0,0,0,13,2,0,0,0,2,2,2,0,0,4,0,0,0,0,0,118,19,4,14,156,Washington,114,California,9,Alaska,4,7
WAYNE STATE UNIVERSITY,103,2,18,0,123,14,4,8,0,26,13,0,4,1,18,0,0,0,0,0,0,0,0,0,0,3,0,1,28,4,203,0,0,0,1,1,5,0,0,0,5,42,0,0,0,42,13,0,0,0,13,4,0,0,0,4,13,0,0,0,13,8,0,0,0,8,3,0,0,0,3,1,0,0,0,1,0,0,0,0,0,23,3,11,0,37,2,1,5,0,8,4,1,13,0,18,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,4,0,1,1,6,0,1,0,0,1,130,6,30,1,167,Michigan,145,New York,6,District Of Columbia,5,1
WEST VIRGINIA UNIVERSITY,86,6,0,1,93,13,0,0,0,13,6,1,2,1,10,0,0,0,0,0,0,0,0,0,0,3,0,2,3,1,125,1,0,0,0,1,4,0,0,0,4,27,0,0,0,27,3,0,0,0,3,10,1,0,0,11,10,0,0,0,10,14,0,0,0,14,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,16,4,2,1,23,0,0,0,0,0,3,0,0,0,3,4,1,0,0,5,9,1,0,0,10,0,0,0,0,0,3,0,0,1,4,0,0,0,0,0,105,7,2,2,116,West Virginia,91,Pennsylvania,5,Virginia,5,1
WESTERN NEW ENGLAND UNIVERSITY,46,1,4,1,52,23,3,2,2,30,13,0,2,0,15,5,0,6,0,11,0,0,0,0,1,2,0,1,32,9,153,0,0,0,0,0,5,0,1,0,6,21,0,5,0,26,1,0,0,0,1,1,1,0,0,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,7,0,29,9,1,0,2,12,13,2,1,0,16,1,0,0,0,1,7,0,0,0,7,0,0,0,0,0,5,0,0,1,6,0,0,0,0,0,87,4,14,3,109,Massachusetts,46,Connecticut,22,New York,13,4
WESTERN STATE,29,1,2,2,34,6,6,2,0,14,9,0,4,0,13,3,1,1,0,5,0,0,0,0,1,2,0,7,11,3,90,0,0,0,0,0,5,0,0,1,6,22,2,4,0,28,2,1,0,0,3,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,3,0,15,3,0,0,0,3,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,1,4,0,0,0,0,1,47,8,9,2,67,California,58,Connecticut,1,Hawaii,1,0
WHITTIER COLLEGE,21,1,9,0,31,8,2,4,2,16,9,0,1,0,10,3,0,3,0,6,3,0,0,0,3,0,1,3,50,3,123,0,1,1,0,2,0,0,5,0,5,8,0,6,0,14,1,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,7,0,1,0,8,21,1,3,2,27,0,0,1,0,1,2,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,44,3,17,2,66,California,55,Maine,1,Massachusetts,1,0
WIDENER UNIVERSITY,119,5,2,2,128,19,2,4,1,26,22,2,2,3,29,0,1,0,6,7,6,0,0,0,6,7,0,7,20,22,252,0,0,0,0,0,6,0,1,0,7,54,4,4,2,64,13,0,0,0,13,5,1,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,21,3,1,8,33,15,1,0,0,16,7,0,0,1,8,0,0,0,0,0,34,0,0,0,34,0,0,0,0,0,4,0,1,1,6,1,1,0,0,2,166,10,8,12,196,Pennsylvania,104,New Jersey,37,Delaware,35,0
WIDENER UNIVERSITY-HARRISBURG,55,1,3,1,60,17,1,0,0,18,9,0,1,0,10,1,0,3,2,6,1,0,0,0,1,1,0,15,6,7,124,0,0,0,0,0,5,0,2,0,7,19,0,1,1,21,5,0,0,0,5,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,12,1,3,2,18,13,0,0,0,13,8,1,0,0,9,1,0,0,0,1,9,0,0,0,9,0,0,0,0,0,1,0,1,0,2,1,0,0,0,1,83,2,7,3,95,Pennsylvania,77,New Jersey,4,District Of Columbia,3,1
WILLAMETTE UNIVERSITY,61,1,2,10,74,2,1,1,1,5,5,1,0,2,8,5,2,2,2,11,0,0,0,0,0,4,0,15,12,0,129,0,0,0,7,7,14,0,0,0,14,20,0,1,8,29,6,0,0,0,6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,11,2,2,2,17,10,2,1,2,15,6,0,0,0,6,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,73,5,5,15,98,Oregon,68,Washington,12,Alaska,4,0
WILLIAM AND MARY SCHOOL OF LAW,112,13,1,1,127,27,1,0,1,29,4,1,0,1,6,0,0,0,1,1,0,0,0,0,0,8,4,0,25,4,204,0,0,0,0,0,1,0,0,0,1,13,1,1,2,17,6,1,0,0,7,7,2,0,0,9,3,0,0,0,3,3,0,0,0,3,5,0,0,0,5,6,0,0,0,6,0,0,0,0,0,20,5,0,1,26,37,1,0,0,38,3,5,0,0,8,15,0,0,0,15,18,0,0,0,18,0,0,0,0,0,6,0,0,1,7,0,0,0,0,0,143,15,1,4,163,Virginia,66,District Of Columbia,23,New York,10,3
WILLIAM MITCHELL COLLEGE OF LAW,123,24,4,8,159,30,5,3,6,44,32,4,0,1,37,3,0,5,1,9,0,0,0,0,3,1,0,10,19,0,282,0,1,0,1,2,11,0,0,0,11,50,2,4,4,60,10,3,1,0,14,5,0,0,1,6,2,0,0,0,2,4,0,0,0,4,2,9,0,2,13,1,1,0,0,2,5,2,0,0,7,47,10,4,2,64,15,3,1,2,21,7,1,0,1,9,2,0,0,0,2,26,0,0,0,26,0,0,0,0,0,1,0,0,1,2,0,2,2,3,9,188,33,12,16,252,Minnesota,210,Wisconsin,5,California,3,0
"WISCONSIN, UNIVERSITY OF",159,7,4,7,177,19,4,0,1,24,16,0,1,0,17,4,0,2,0,6,2,0,0,0,2,3,0,3,14,8,254,0,1,0,1,2,10,0,3,0,13,37,5,1,2,45,12,0,0,0,12,4,0,0,0,4,4,0,0,0,4,12,0,0,1,13,3,0,0,0,3,10,0,0,0,10,0,0,0,0,0,32,3,3,4,42,36,2,0,0,38,32,0,0,0,32,4,0,0,0,4,2,0,0,0,2,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,200,11,7,8,226,Wisconsin,152,Illinois,22,District of Columbia,12,1
"WYOMING, UNIVERSITY OF",46,0,0,0,46,3,0,0,2,5,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,4,0,2,14,0,74,0,0,0,2,2,1,0,0,0,1,18,0,0,0,18,2,0,0,0,2,2,0,0,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,4,6,0,0,2,8,4,0,0,0,4,1,0,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1,2,54,Wyoming,33,Colorado,10,Texas,4,0
YALE UNIVERSITY,180,3,0,0,183,7,1,0,0,8,4,1,0,0,5,0,1,0,0,1,0,0,0,0,0,6,0,0,1,1,205,22,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,9,0,0,0,9,7,0,0,0,7,52,0,0,0,52,0,0,0,0,0,6,1,0,0,7,11,1,0,0,12,23,1,0,0,24,68,0,0,0,68,4,0,0,0,4,1,3,0,0,4,7,0,0,0,7,0,0,0,0,0,191,6,0,0,197,New York,55,District Of Columbia,34,California,20,12
YESHIVA UNIVERSITY,197,8,8,53,266,15,1,2,1,19,4,1,3,0,8,4,0,0,3,7,0,0,0,0,2,7,14,22,29,6,380,0,0,0,34,34,4,0,0,0,4,25,1,8,15,49,22,1,1,0,24,6,0,0,2,8,9,0,0,0,9,7,0,0,0,7,9,0,0,0,9,29,1,0,0,30,2,0,0,0,2,45,4,4,5,58,23,1,0,13,37,13,1,0,19,33,11,0,0,1,12,12,0,0,0,12,0,0,0,0,0,3,1,0,2,6,0,0,0,0,2,220,10,13,57,302,New York,224,New Jersey,18,District of Columbia,8,6
